id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
data-card-06,491,データカード０６,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Relay Run.,"ポケスロンの　記録が　はいっている。
チェンジリレー　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-07,492,データカード０７,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Pennant Capture.,"ポケスロンの　記録が　はいっている。
スティールフラッグ　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-08,493,データカード０８,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Block Smash.,"ポケスロンの　記録が　はいっている。
ブレイクブロック　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-09,494,データカード０９,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Disc Catch.,"ポケスロンの　記録が　はいっている。
キャッチソーサー　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-10,495,データカード１０,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Snow Throw.,"ポケスロンの　記録が　はいっている。
シューティングスノー　１位
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-11,496,データカード１１,data-cards,0,,,Records the number of points the trainer has earned in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　獲得ポイントが
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-12,497,データカード１２,data-cards,0,,,Records the number of times the trainer’s Pokémon have messed up in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　失敗した　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-13,498,データカード１３,data-cards,0,,,Records the number of times the trainer’s Pokémon have defeated themselves in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　自滅した　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-14,499,データカード１４,data-cards,0,,,Records the number of times the trainer’s Pokémon have tackled in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　たいあたり　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-15,500,データカード１５,data-cards,0,,,Records the number of times the trainer’s Pokémon have fallen in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　落ちた　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-16,501,データカード１６,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Ring Drop.,"ポケスロンの　記録が　はいっている。
リングアウトファイト　１位
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-17,502,データカード１７,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Lamp Jump.,"ポケスロンの　記録が　はいっている。
ゲットトランポリン　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-18,503,データカード１８,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Circle Push.,"ポケスロンの　記録が　はいっている。
プッシュサークル　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-19,504,データカード１９,data-cards,0,,,Records the number of times the trainer has come in first place overall in the Pokéathlon over wirelss.,"ポケスロンの　記録が　はいっている。
通信ポケスロンの　優勝
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-20,505,データカード２０,data-cards,0,,,Records the number of times the trainer has come in last place overall in the Pokéathlon over wireless.,"ポケスロンの　記録が　はいっている。
通信ポケスロンの　ビリになった
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-21,506,データカード２１,data-cards,0,,,Records the number of times the trainer has come in first across all Pokéathlon events.,"ポケスロンの　記録が　はいっている。
競技で　１位　になった
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-22,507,データカード２２,data-cards,0,,,Records the number of times the trainer has come in last across all Pokéathlon events.,"ポケスロンの　記録が　はいっている。
競技で　ビリになった
回数が　記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-23,508,データカード２３,data-cards,0,,,Records the number of times the trainer has switched Pokémon in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　交代　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-24,509,データカード２４,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Goal Roll.,"ポケスロンの　記録が　はいっている。
スマッシュゴール　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-25,510,データカード２５,data-cards,0,,,Records the number of times the trainer’s Pokémon received prizes in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
個人賞　獲得　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-26,511,データカード２６,data-cards,0,,,Records the number of times the trainer has instructed Pokémon in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンを　タッチした　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-27,512,データカード２７,data-cards,0,,,Records the total time spent in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケスロンで　遊んだ　時間が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
lock-capsule,513,ロックカプセル,unused,0,,,Does nothing.,"特殊な　カギで　あけられる
頑丈な　カプセル。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lock-capsule.png
photo-album,514,フォトアルバム,unused,0,,,Does nothing.,"冒険中に　撮影した
記念写真を　飾る　アルバム。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/photo-album.png
orange-mail,515,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/orange-mail.png
harbor-mail,516,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/harbor-mail.png
glitter-mail,517,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/glitter-mail.png
mech-mail,518,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mech-mail.png
wood-mail,519,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wood-mail.png
wave-mail,520,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wave-mail.png
bead-mail,521,,all-mail,50,,,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bead-mail.png
